evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
26 km al SO de Calama,-22.663 ,-69.071,2024-04-04,17:41:44,2024-04-04,20:41:44,90,km,3.0,Ml
41 km al N de Calama,-22.101 ,-68.887,2024-04-04,16:22:28,2024-04-04,19:22:28,127,km,2.6,Ml
34 km al SE de Calama,-22.701 ,-68.715,2024-04-04,16:19:11,2024-04-04,19:19:11,118,km,2.5,Ml
23 km al N de Tocopilla,-21.887 ,-70.232,2024-04-04,14:50:25,2024-04-04,17:50:25,30,km,2.9,Ml
23 km al O de La Serena,-29.868 ,-71.487,2024-04-04,11:59:08,2024-04-04,14:59:08,46,km,3.0,Ml
24 km al S de Mina Collahuasi,-21.044 ,-68.686,2024-04-04,10:42:43,2024-04-04,13:42:43,112,km,2.6,Ml
18 km al S de Tongoy,-30.421 ,-71.487,2024-04-04,09:23:52,2024-04-04,12:23:52,31,km,2.8,Ml
61 km al SO de OllagÃ¼e,-21.531 ,-68.740,2024-04-04,04:24:16,2024-04-04,07:24:16,106,km,2.7,Ml
9 km al SO de La Higuera,-29.582 ,-71.245,2024-04-04,00:52:45,2024-04-04,03:52:45,56,km,2.8,Ml
28 km al SO de La Higuera,-29.646 ,-71.444,2024-04-03,22:41:53,2024-04-04,01:41:53,55,km,3.4,Ml
41 km al SE de Pica,-20.817 ,-69.147,2024-04-03,21:59:32,2024-04-04,00:59:32,103,km,2.5,Ml
58 km al O de Mina La Escondida.,-24.424 ,-69.608,2024-04-03,21:28:15,2024-04-04,00:28:15,84,km,5.1,Mw
