evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
37 km al O de ConcepciÃ³n,-36.808 ,-73.469,2024-03-24,20:40:17,2024-03-24,23:40:17,20,km,3.0,Ml
94 km al E de Socaire,-23.909 ,-67.039,2024-03-24,17:40:30,2024-03-24,20:40:30,210,km,3.3,Ml
61 km al O de La Ligua,-32.422 ,-71.877,2024-03-24,17:09:22,2024-03-24,20:09:22,14,km,2.5,Ml
20 km al NE de Pisagua,-19.467 ,-70.080,2024-03-24,16:50:11,2024-03-24,19:50:11,74,km,5.2,Mw
58 km al S de Pozo Almonte,-20.780 ,-69.801,2024-03-24,13:28:23,2024-03-24,16:28:23,67,km,3.0,Ml
16 km al E de Sierra Gorda.,-22.862 ,-69.169,2024-03-24,12:25:52,2024-03-24,15:25:52,86,km,2.5,Ml
33 km al S de Mina Collahuasi,-21.111 ,-68.574,2024-03-24,10:47:31,2024-03-24,13:47:31,152,km,3.3,Ml
26 km al NO de Tongoy,-30.052 ,-71.623,2024-03-24,10:16:18,2024-03-24,13:16:18,43,km,3.9,Ml
27 km al O de Mejillones,-23.017 ,-70.703,2024-03-24,06:50:08,2024-03-24,09:50:08,28,km,3.2,Ml
36 km al SO de OllagÃ¼e,-21.510 ,-68.412,2024-03-24,06:38:23,2024-03-24,09:38:23,146,km,2.6,Ml
20 km al E de Petorca,-32.295 ,-70.730,2024-03-24,06:35:22,2024-03-24,09:35:22,81,km,3.7,Ml
32 km al E de MarÃ­a Elena,-22.317 ,-69.350,2024-03-24,06:14:28,2024-03-24,09:14:28,98,km,2.6,Ml
59 km al O de Valdivia,-39.584 ,-73.866,2024-03-24,06:14:23,2024-03-24,09:14:23,8,km,2.8,Ml
72 km al SO de Alto Hospicio,-20.836 ,-70.432,2024-03-24,05:13:45,2024-03-24,08:13:45,51,km,2.7,Ml
75 km al S de Socaire,-24.242 ,-67.706,2024-03-24,02:15:46,2024-03-24,05:15:46,226,km,3.1,Ml
66 km al NE de Calama,-21.936 ,-68.645,2024-03-24,01:23:39,2024-03-24,04:23:39,129,km,2.9,Ml
85 km al SE de Socaire,-23.992 ,-67.184,2024-03-24,01:01:22,2024-03-24,04:01:22,236,km,3.5,Ml
55 km al SO de OllagÃ¼e,-21.627 ,-68.561,2024-03-24,00:12:35,2024-03-24,03:12:35,127,km,3.0,Ml
34 km al O de OllagÃ¼e,-21.177 ,-68.579,2024-03-23,23:08:15,2024-03-24,02:08:15,136,km,3.4,Ml
23 km al SO de Melipilla,-33.811 ,-71.412,2024-03-23,21:15:36,2024-03-24,00:15:36,42,km,2.5,Ml
