evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
22 km al SO de Melipilla,-33.798 ,-71.416,2024-03-21,20:35:02,2024-03-21,23:35:02,48,km,2.5,Ml
40 km al N de Mina Collahuasi,-20.486 ,-68.787,2024-03-21,19:05:18,2024-03-21,22:05:18,117,km,2.6,Ml
19 km al N de Tongoy,-30.090 ,-71.541,2024-03-21,19:00:13,2024-03-21,22:00:13,42,km,3.1,Ml
47 km al E de Paihuano,-30.175 ,-70.053,2024-03-21,18:30:36,2024-03-21,21:30:36,108,km,2.8,Ml
21 km al NO de Tongoy,-30.083 ,-71.582,2024-03-21,18:17:00,2024-03-21,21:17:00,42,km,4.5,Ml
55 km al NO de Cha̱aral.,-25.896 ,-70.848,2024-03-21,16:30:59,2024-03-21,19:30:59,30,km,2.7,Ml
57 km al NO de Cha̱aral.,-25.880 ,-70.856,2024-03-21,16:28:11,2024-03-21,19:28:11,30,km,3.0,Ml
41 km al NE de Alto del Carmen,-28.444 ,-70.270,2024-03-21,15:00:15,2024-03-21,18:00:15,98,km,3.5,Ml
27 km al NE de Vallenar,-28.378 ,-70.601,2024-03-21,14:04:47,2024-03-21,17:04:47,62,km,3.8,Ml
17 km al SE de Pica,-20.578 ,-69.195,2024-03-21,13:56:16,2024-03-21,16:56:16,113,km,3.1,Ml
44 km al SO de Arica,-18.700 ,-70.666,2024-03-21,13:13:19,2024-03-21,16:13:19,35,km,2.9,Ml
54 km al NO de Cha̱aral.,-25.900 ,-70.826,2024-03-21,13:09:22,2024-03-21,16:09:22,34,km,4.0,Ml
44 km al O de Mina Collahuasi,-20.865 ,-69.078,2024-03-21,10:56:15,2024-03-21,13:56:15,109,km,4.3,Ml
7 km al S de Caldera,-27.131 ,-70.827,2024-03-21,10:07:05,2024-03-21,13:07:05,40,km,3.1,Ml
23 km al SO de Melipilla,-33.811 ,-71.418,2024-03-21,09:35:09,2024-03-21,12:35:09,48,km,2.6,Ml
44 km al O de Mina Collahuasi,-20.918 ,-69.065,2024-03-21,07:49:28,2024-03-21,10:49:28,111,km,3.0,Ml
23 km al SO de Salamanca,-31.947 ,-71.107,2024-03-21,07:06:00,2024-03-21,10:06:00,93,km,2.5,Ml
24 km al O de Mina Collahuasi,-20.744 ,-68.871,2024-03-21,04:01:52,2024-03-21,07:01:52,102,km,2.9,Ml
154 km al O de Valdivia,-39.417 ,-74.972,2024-03-21,03:31:29,2024-03-21,06:31:29,27,km,3.5,Ml
116 km al NE de Socaire,-22.893 ,-67.049,2024-03-21,03:04:18,2024-03-21,06:04:18,240,km,3.3,Ml
54 km al S de Putre,-18.654 ,-69.720,2024-03-21,00:54:01,2024-03-21,03:54:01,90,km,2.8,Ml
6 km al NE de Calama,-22.428 ,-68.886,2024-03-21,00:32:11,2024-03-21,03:32:11,78,km,2.7,Ml
84 km al SE de Socaire,-23.944 ,-67.163,2024-03-20,23:11:50,2024-03-21,02:11:50,228,km,3.8,Ml
28 km al NO de Pozo Almonte,-20.023 ,-69.888,2024-03-20,21:06:08,2024-03-21,00:06:08,64,km,3.3,Ml
