evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
44 km al SO de Alto del Carmen,-29.122 ,-70.660,2023-12-12,20:03:57,2023-12-12,23:03:57,76,km,3.1,Ml
47 km al O de OllagÃ¼e,-21.280 ,-68.702,2023-12-12,17:50:41,2023-12-12,20:50:41,120,km,3.0,Ml
33 km al SO de CopiapÃ³,-27.548 ,-70.603,2023-12-12,13:19:40,2023-12-12,16:19:40,54,km,3.5,Ml
26 km al N de Los Vilos,-31.674 ,-71.518,2023-12-12,11:31:07,2023-12-12,14:31:07,26,km,3.9,Ml
63 km al S de Socaire,-24.132 ,-67.711,2023-12-12,11:26:11,2023-12-12,14:26:11,237,km,3.6,Ml
41 km al NE de Calama,-22.169 ,-68.698,2023-12-12,10:43:03,2023-12-12,13:43:03,108,km,3.3,Ml
38 km al SO de Mina Collahuasi,-21.011 ,-68.971,2023-12-12,10:09:02,2023-12-12,13:09:02,106,km,2.9,Ml
46 km al O de Socaire,-23.488 ,-68.328,2023-12-12,09:18:10,2023-12-12,12:18:10,159,km,2.7,Ml
64 km al N de Pica,-19.936 ,-69.148,2023-12-12,07:30:23,2023-12-12,10:30:23,95,km,3.0,Ml
30 km al SO de Mina Collahuasi,-21.027 ,-68.857,2023-12-12,04:16:40,2023-12-12,07:16:40,109,km,2.9,Ml
45 km al SO de Huasco,-28.819 ,-71.454,2023-12-12,02:13:21,2023-12-12,05:13:21,43,km,2.5,Ml
35 km al SO de OllagÃ¼e,-21.458 ,-68.476,2023-12-12,01:02:53,2023-12-12,04:02:53,131,km,2.7,Ml
36 km al O de OllagÃ¼e,-21.195 ,-68.595,2023-12-11,23:08:16,2023-12-12,02:08:16,109,km,2.7,Ml
16 km al N de CuricÃ³,-34.841 ,-71.236,2023-12-11,22:34:49,2023-12-12,01:34:49,73,km,3.2,Ml
18 km al O de La Ligua,-32.401 ,-71.417,2023-12-11,22:26:07,2023-12-12,01:26:07,41,km,2.5,Ml
62 km al SE de Baquedano,-23.688 ,-69.367,2023-12-11,21:41:56,2023-12-12,00:41:56,80,km,3.1,Ml
26 km al N de Mina Collahuasi,-20.604 ,-68.723,2023-12-11,21:35:28,2023-12-12,00:35:28,115,km,2.5,Ml
