evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
46 km al SE de Pica,-20.856 ,-69.113,2023-12-10,18:39:17,2023-12-10,21:39:17,104,km,2.5,Ml
49 km al SE de Rancagua,-34.504 ,-70.393,2023-12-10,18:32:28,2023-12-10,21:32:28,133,km,2.6,Ml
42 km al O de Mina Collahuasi,-20.904 ,-69.050,2023-12-10,15:34:13,2023-12-10,18:34:13,107,km,2.8,Ml
27 km al SE de Calama,-22.690 ,-68.819,2023-12-10,15:28:56,2023-12-10,18:28:56,102,km,2.5,Ml
38 km al SO de OllagÃ¼e,-21.541 ,-68.400,2023-12-10,14:19:32,2023-12-10,17:19:32,124,km,3.0,Ml
115 km al E de Socaire,-23.708 ,-66.769,2023-12-10,11:34:53,2023-12-10,14:34:53,196,km,3.7,Ml
52 km al N de ChaÃ±aral.,-25.889 ,-70.717,2023-12-10,11:25:32,2023-12-10,14:25:32,41,km,3.5,Ml
68 km al N de Calama,-21.883 ,-68.741,2023-12-10,10:30:00,2023-12-10,13:30:00,126,km,3.1,Ml
67 km al SE de Socaire,-24.134 ,-67.612,2023-12-10,10:00:37,2023-12-10,13:00:37,240,km,2.8,Ml
54 km al O de El Tabo,-33.278 ,-72.211,2023-12-10,04:39:55,2023-12-10,07:39:55,34,km,3.7,Ml
53 km al S de Huasco,-28.926 ,-71.354,2023-12-10,03:52:27,2023-12-10,06:52:27,41,km,3.2,Ml
