evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
57 km al SO de OllagÃ¼e,-21.661 ,-68.540,2023-12-23,18:31:47,2023-12-23,21:31:47,130,km,2.9,Ml
10 km al NO de Punitaqui,-30.781 ,-71.343,2023-12-23,16:14:59,2023-12-23,19:14:59,52,km,2.5,Ml
24 km al O de Huasco,-28.445 ,-71.461,2023-12-23,15:53:33,2023-12-23,18:53:33,30,km,2.5,Ml
37 km al O de Huasco,-28.410 ,-71.592,2023-12-23,15:48:23,2023-12-23,18:48:23,35,km,4.1,Ml
31 km al SO de Visviri,-17.833 ,-69.638,2023-12-23,13:37:35,2023-12-23,16:37:35,136,km,3.2,Ml
60 km al S de Socaire,-24.116 ,-67.745,2023-12-23,13:24:02,2023-12-23,16:24:02,243,km,3.2,Ml
31 km al S de Socaire,-23.859 ,-67.961,2023-12-23,12:53:47,2023-12-23,15:53:47,143,km,2.6,Ml
116 km al NO de Canela Baja,-30.931 ,-72.553,2023-12-23,12:45:13,2023-12-23,15:45:13,65,km,2.5,Ml
72 km al S de Socaire,-24.239 ,-67.829,2023-12-23,12:20:27,2023-12-23,15:20:27,245,km,3.0,Ml
38 km al NO de El Tabo,-33.278 ,-72.024,2023-12-23,11:10:43,2023-12-23,14:10:43,34,km,2.9,Ml
25 km al N de Tongoy,-30.031 ,-71.514,2023-12-23,10:35:49,2023-12-23,13:35:49,41,km,2.5,Ml
52 km al SO de Los Vilos,-32.296 ,-71.820,2023-12-23,08:56:04,2023-12-23,11:56:04,26,km,3.0,Ml
100 km al E de Tierra Amarilla,-27.628 ,-69.269,2023-12-23,07:32:12,2023-12-23,10:32:12,123,km,2.6,Ml
32 km al S de Calama,-22.748 ,-68.845,2023-12-23,07:06:13,2023-12-23,10:06:13,94,km,2.7,Ml
17 km al SE de Mejillones,-23.230 ,-70.359,2023-12-23,06:46:42,2023-12-23,09:46:42,47,km,3.2,Ml
66 km al SO de OllagÃ¼e,-21.724 ,-68.594,2023-12-23,06:15:47,2023-12-23,09:15:47,109,km,3.5,Ml
69 km al S de Socaire,-24.179 ,-67.671,2023-12-23,05:24:13,2023-12-23,08:24:13,237,km,3.0,Ml
86 km al SE de Socaire,-24.183 ,-67.347,2023-12-23,02:36:21,2023-12-23,05:36:21,211,km,3.3,Ml
68 km al SE de Socaire,-24.080 ,-67.485,2023-12-22,23:57:35,2023-12-23,02:57:35,205,km,3.5,Ml
92 km al SE de Socaire,-24.065 ,-67.144,2023-12-22,23:46:57,2023-12-23,02:46:57,217,km,3.6,Ml
42 km al SE de Pica,-20.813 ,-69.119,2023-12-22,22:36:46,2023-12-23,01:36:46,107,km,2.5,Ml
45 km al NE de Calama,-22.120 ,-68.706,2023-12-22,21:42:26,2023-12-23,00:42:26,123,km,2.7,Ml
