evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
76 km al O de Los Vilos,-31.653 ,-72.258,2023-12-24,20:15:57,2023-12-24,23:15:57,34,km,2.6,Ml
20 km al NO de Cobquecura,-35.970 ,-72.897,2023-12-24,19:57:54,2023-12-24,22:57:54,23,km,2.8,Ml
22 km al N de Mejillones,-22.908 ,-70.519,2023-12-24,18:50:32,2023-12-24,21:50:32,26,km,2.6,Ml
51 km al N de Mina Collahuasi,-20.377 ,-68.763,2023-12-24,18:27:55,2023-12-24,21:27:55,105,km,2.7,Ml
50 km al S de Mina Collahuasi,-21.251 ,-68.825,2023-12-24,18:05:50,2023-12-24,21:05:50,124,km,2.6,Ml
29 km al O de Lebu,-37.523 ,-73.971,2023-12-24,16:59:11,2023-12-24,19:59:11,36,km,3.3,Ml
66 km al NO de TirÃºa,-38.063 ,-74.155,2023-12-24,15:32:51,2023-12-24,18:32:51,10,km,3.5,Ml
44 km al O de TirÃºa,-38.256 ,-73.981,2023-12-24,15:00:05,2023-12-24,18:00:05,4,km,2.6,Ml
58 km al O de TirÃºa,-38.130 ,-74.097,2023-12-24,14:17:51,2023-12-24,17:17:51,8,km,2.8,Ml
56 km al O de TirÃºa,-38.188 ,-74.102,2023-12-24,11:47:52,2023-12-24,14:47:52,3,km,2.5,Ml
55 km al O de TirÃºa,-38.218 ,-74.109,2023-12-24,11:30:58,2023-12-24,14:30:58,5,km,4.0,Ml
58 km al O de TirÃºa,-38.386 ,-74.152,2023-12-24,11:27:59,2023-12-24,14:27:59,9,km,2.5,Ml
45 km al O de TirÃºa,-38.210 ,-73.981,2023-12-24,11:09:27,2023-12-24,14:09:27,4,km,3.2,Ml
60 km al O de TirÃºa,-38.270 ,-74.177,2023-12-24,10:44:20,2023-12-24,13:44:20,6,km,2.9,Ml
45 km al NO de Quillagua,-21.469 ,-69.922,2023-12-24,10:03:08,2023-12-24,13:03:08,80,km,2.6,Ml
28 km al SO de Mina Collahuasi,-20.933 ,-68.906,2023-12-24,09:40:56,2023-12-24,12:40:56,100,km,3.2,Ml
67 km al SO de OllagÃ¼e,-21.717 ,-68.623,2023-12-24,09:18:28,2023-12-24,12:18:28,126,km,3.3,Ml
45 km al NO de TirÃºa,-38.136 ,-73.936,2023-12-24,08:01:23,2023-12-24,11:01:23,37,km,3.5,Ml
55 km al O de TirÃºa,-38.261 ,-74.111,2023-12-24,07:50:57,2023-12-24,10:50:57,37,km,3.4,Ml
41 km al E de Rancagua,-34.066 ,-70.313,2023-12-24,07:06:31,2023-12-24,10:06:31,117,km,2.8,Ml
