evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
65 km al SO de OllagÃ¼e,-21.736 ,-68.553,2023-12-06,19:56:47,2023-12-06,22:56:47,134,km,2.9,Ml
78 km al S de Socaire,-24.261 ,-67.662,2023-12-06,18:43:11,2023-12-06,21:43:11,220,km,4.1,Ml
98 km al N de Tocopilla,-21.248 ,-70.451,2023-12-06,17:38:11,2023-12-06,20:38:11,19,km,2.5,Ml
30 km al N de Rancagua,-33.901 ,-70.788,2023-12-06,16:59:58,2023-12-06,19:59:58,84,km,3.0,Ml
35 km al O de Los Vilos,-31.873 ,-71.881,2023-12-06,16:25:04,2023-12-06,19:25:04,16,km,2.9,Ml
123 km al NE de Socaire,-22.960 ,-66.902,2023-12-06,15:28:05,2023-12-06,18:28:05,213,km,3.7,Ml
46 km al E de Quillagua,-21.672 ,-69.086,2023-12-06,15:04:01,2023-12-06,18:04:01,88,km,2.8,Ml
47 km al SO de Putre,-18.502 ,-69.870,2023-12-06,13:11:10,2023-12-06,16:11:10,120,km,3.8,Ml
28 km al O de Los Vilos,-31.914 ,-71.805,2023-12-06,12:20:25,2023-12-06,15:20:25,39,km,3.5,Ml
29 km al NO de Mina Collahuasi,-20.692 ,-68.893,2023-12-06,11:49:59,2023-12-06,14:49:59,105,km,3.0,Ml
63 km al O de Los Vilos,-32.143 ,-72.120,2023-12-06,09:43:21,2023-12-06,12:43:21,36,km,2.5,Ml
23 km al E de Los Andes.,-32.860 ,-70.358,2023-12-06,09:35:56,2023-12-06,12:35:56,122,km,3.0,Ml
25 km al NE de VichuquÃ©n,-34.760 ,-71.763,2023-12-06,05:01:07,2023-12-06,08:01:07,41,km,2.9,Ml
49 km al SE de Socaire,-23.900 ,-67.553,2023-12-06,04:46:51,2023-12-06,07:46:51,263,km,3.6,Ml
14 km al SE de Linares,-35.926 ,-71.473,2023-12-06,03:01:04,2023-12-06,06:01:04,91,km,2.5,Ml
63 km al NO de Quillagua,-21.324 ,-70.024,2023-12-06,02:56:04,2023-12-06,05:56:04,28,km,2.6,Ml
61 km al O de Navidad,-33.879 ,-72.481,2023-12-06,01:43:27,2023-12-06,04:43:27,38,km,3.4,Ml
5 km al SE de Tongoy,-30.287 ,-71.457,2023-12-05,23:46:53,2023-12-06,02:46:53,33,km,2.9,Ml
331 km al O de Melinka,-44.252 ,-77.854,2023-12-05,23:29:53,2023-12-06,02:29:53,10,km,4.5,Mw
252 km al O de Melinka,-44.020 ,-76.885,2023-12-05,22:58:56,2023-12-06,01:58:56,10,km,4.9,Mw
5 km al O de Tongoy,-30.268 ,-71.546,2023-12-05,22:39:24,2023-12-06,01:39:24,39,km,2.8,Ml
