evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
59 km al N de Quillagua,-21.135 ,-69.447,2023-12-14,20:51:17,2023-12-14,23:51:17,72,km,2.6,Ml
74 km al N de Calama,-21.840 ,-68.702,2023-12-14,20:38:19,2023-12-14,23:38:19,116,km,3.1,Ml
8 km al S de Cuya,-19.230 ,-70.159,2023-12-14,20:15:04,2023-12-14,23:15:04,48,km,2.6,Ml
106 km al SO de Tongoy,-30.679 ,-72.487,2023-12-14,19:41:07,2023-12-14,22:41:07,41,km,2.8,Ml
41 km al N de Calama,-22.108 ,-68.868,2023-12-14,18:40:06,2023-12-14,21:40:06,116,km,2.5,Ml
46 km al SO de OllagÃ¼e,-21.574 ,-68.484,2023-12-14,18:15:23,2023-12-14,21:15:23,140,km,2.7,Ml
70 km al SO de San Pedro de Atacama,-23.325 ,-68.728,2023-12-14,17:12:00,2023-12-14,20:12:00,124,km,3.9,Ml
65 km al NO de Mina La Escondida.,-23.743 ,-69.325,2023-12-14,15:58:56,2023-12-14,18:58:56,115,km,2.5,Ml
103 km al S de Mina La Escondida.,-25.180 ,-69.264,2023-12-14,15:40:37,2023-12-14,18:40:37,92,km,2.7,Ml
38 km al SE de Pica,-20.774 ,-69.131,2023-12-14,12:11:20,2023-12-14,15:11:20,110,km,2.8,Ml
5 km al NO de Cartagena,-33.521 ,-71.646,2023-12-14,12:11:19,2023-12-14,15:11:19,47,km,2.6,Ml
89 km al SE de Socaire,-24.080 ,-67.200,2023-12-14,11:57:32,2023-12-14,14:57:32,237,km,5.1,Mw
58 km al SO de Pica,-20.951 ,-69.601,2023-12-14,11:36:15,2023-12-14,14:36:15,72,km,2.9,Ml
27 km al E de OllagÃ¼e,-21.238 ,-67.996,2023-12-14,05:55:43,2023-12-14,08:55:43,162,km,2.8,Ml
74 km al E de Socaire,-23.828 ,-67.209,2023-12-14,02:35:45,2023-12-14,05:35:45,186,km,3.6,Ml
78 km al N de Huasco,-27.762 ,-71.200,2023-12-13,23:51:01,2023-12-14,02:51:01,32,km,2.5,Ml
