evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
9 km al O de Tocopilla,-22.077 ,-70.287,2023-12-07,20:33:27,2023-12-07,23:33:27,45,km,2.6,Ml
15 km al NO de Quillagua,-21.546 ,-69.618,2023-12-07,19:33:42,2023-12-07,22:33:42,58,km,2.7,Ml
75 km al SO de OllagÃ¼e,-21.842 ,-68.548,2023-12-07,17:26:18,2023-12-07,20:26:18,120,km,2.9,Ml
87 km al O de Pichilemu,-34.120 ,-72.899,2023-12-07,15:30:32,2023-12-07,18:30:32,17,km,2.6,Ml
45 km al S de Pozo Almonte,-20.662 ,-69.834,2023-12-07,15:06:45,2023-12-07,18:06:45,51,km,2.5,Ml
21 km al E de CamiÃ±a,-19.247 ,-69.236,2023-12-07,12:27:14,2023-12-07,15:27:14,102,km,2.5,Ml
19 km al SE de Sierra Gorda.,-23.002 ,-69.162,2023-12-07,11:03:32,2023-12-07,14:03:32,115,km,3.0,Ml
36 km al SO de Mina Collahuasi,-21.051 ,-68.906,2023-12-07,03:48:18,2023-12-07,06:48:18,112,km,3.0,Ml
20 km al SE de Petorca,-32.417 ,-70.847,2023-12-07,03:47:50,2023-12-07,06:47:50,11,km,2.5,Ml
54 km al O de La Ligua,-32.458 ,-71.803,2023-12-07,00:39:51,2023-12-07,03:39:51,15,km,3.0,Ml
84 km al SE de Socaire,-24.215 ,-67.433,2023-12-07,00:04:52,2023-12-07,03:04:52,220,km,3.6,Ml
49 km al N de ValparaÃ­so,-32.632 ,-71.780,2023-12-06,23:34:05,2023-12-07,02:34:05,13,km,2.6,Ml
49 km al SO de Tocopilla,-22.462 ,-70.468,2023-12-06,22:42:41,2023-12-07,01:42:41,27,km,2.9,Ml
