evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
13 km al E de Linares,-35.887 ,-71.458,2023-12-21,18:05:33,2023-12-21,21:05:33,105,km,3.1,Ml
26 km al SE de Calama,-22.677 ,-68.814,2023-12-21,17:34:02,2023-12-21,20:34:02,108,km,2.8,Ml
12 km al NO de Punitaqui,-30.771 ,-71.364,2023-12-21,16:09:04,2023-12-21,19:09:04,49,km,4.5,Mw
89 km al SE de Socaire,-24.180 ,-67.301,2023-12-21,14:37:16,2023-12-21,17:37:16,233,km,3.5,Ml
21 km al N de Tocopilla,-21.909 ,-70.208,2023-12-21,13:44:12,2023-12-21,16:44:12,62,km,3.0,Ml
20 km al N de Tocopilla,-21.915 ,-70.233,2023-12-21,13:21:52,2023-12-21,16:21:52,54,km,5.9,Mw
64 km al SO de OllagÃ¼e,-21.751 ,-68.499,2023-12-21,13:07:55,2023-12-21,16:07:55,123,km,2.8,Ml
75 km al N de Calama,-21.836 ,-68.673,2023-12-21,12:26:56,2023-12-21,15:26:56,107,km,2.6,Ml
18 km al SO de Mina Collahuasi,-20.973 ,-68.720,2023-12-21,08:04:42,2023-12-21,11:04:42,126,km,3.5,Ml
60 km al NO de ValparaÃ­so,-32.655 ,-72.054,2023-12-21,07:53:28,2023-12-21,10:53:28,36,km,2.7,Ml
41 km al NE de San Pedro de Atacama,-22.583 ,-68.034,2023-12-21,07:40:22,2023-12-21,10:40:22,188,km,2.9,Ml
80 km al SO de Uyuni,-21.126 ,-67.126,2023-12-21,07:33:24,2023-12-21,10:33:24,260,km,4.2,Mw
66 km al N de Pica,-19.920 ,-69.147,2023-12-21,07:31:10,2023-12-21,10:31:10,97,km,3.5,Ml
12 km al SO de ValparaÃ­so,-33.144 ,-71.678,2023-12-21,06:10:16,2023-12-21,09:10:16,61,km,2.6,Ml
66 km al S de Socaire,-24.183 ,-67.816,2023-12-21,05:15:30,2023-12-21,08:15:30,243,km,2.6,Ml
67 km al SE de Socaire,-24.098 ,-67.531,2023-12-21,04:23:49,2023-12-21,07:23:49,242,km,2.8,Ml
19 km al O de Mina Collahuasi,-20.861 ,-68.841,2023-12-20,23:33:20,2023-12-21,02:33:20,110,km,3.6,Ml
