evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
30 km al O de OllagÃ¼e,-21.297 ,-68.529,2023-12-15,19:23:22,2023-12-15,22:23:22,114,km,2.6,Ml
59 km al NE de Vallenar,-28.173 ,-70.357,2023-12-15,18:31:16,2023-12-15,21:31:16,82,km,3.0,Ml
47 km al O de Mina Collahuasi,-20.912 ,-69.096,2023-12-15,18:13:46,2023-12-15,21:13:46,110,km,3.3,Ml
34 km al N de Mejillones,-22.799 ,-70.471,2023-12-15,17:13:42,2023-12-15,20:13:42,22,km,3.3,Ml
55 km al SE de Socaire,-24.011 ,-67.609,2023-12-15,16:00:58,2023-12-15,19:00:58,272,km,3.5,Ml
44 km al SO de Mina Collahuasi,-21.096 ,-68.971,2023-12-15,13:24:36,2023-12-15,16:24:36,112,km,2.6,Ml
107 km al O de Caldera,-27.255 ,-71.884,2023-12-15,13:19:41,2023-12-15,16:19:41,43,km,2.5,Ml
62 km al SE de Socaire,-24.021 ,-67.508,2023-12-15,12:42:48,2023-12-15,15:42:48,265,km,3.4,Ml
55 km al NO de Lebu,-37.233 ,-74.054,2023-12-15,11:19:44,2023-12-15,14:19:44,34,km,3.1,Ml
52 km al SO de Mina Collahuasi,-21.121 ,-69.044,2023-12-15,10:32:29,2023-12-15,13:32:29,110,km,3.1,Ml
33 km al NE de Pica,-20.264 ,-69.122,2023-12-15,09:17:34,2023-12-15,12:17:34,98,km,3.0,Ml
73 km al NE de Alto del Carmen,-28.446 ,-69.831,2023-12-15,08:03:13,2023-12-15,11:03:13,115,km,2.8,Ml
40 km al S de Calama,-22.820 ,-68.833,2023-12-15,01:58:10,2023-12-15,04:58:10,100,km,3.4,Ml
81 km al S de Socaire,-24.302 ,-67.730,2023-12-15,01:12:56,2023-12-15,04:12:56,230,km,3.1,Ml
68 km al O de Iquique,-20.300 ,-70.801,2023-12-14,23:41:57,2023-12-15,02:41:57,27,km,2.5,Ml
